Item;Departamento;Código Divipola Departamento;Municipio;Código Divipola Municipio;Programa;Año de Asignación;Estado de Postulación;Hogares;Valor Asignado
1;AMAZONAS;91;LETICIA;1;Programa Vivienda Gratuita Fase I;2,015;Asignados;95;5,315,956,800
2;AMAZONAS;91;LETICIA;1;Programa Vivienda Gratuita Fase I;2,015;Asignados;43;2,406,169,920
3;AMAZONAS;91;LETICIA;1;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;2;111,914,880
4;AMAZONAS;91;LETICIA;1;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;2;111,914,880
5;AMAZONAS;91;LETICIA;1;Programa Vivienda Gratuita Fase I;2,015;Subsidio revocado mediante procedimiento Administrativo Sancionatorio;2;111,914,880
6;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Asignados;23;813,510,000
7;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Asignados;10;353,700,000
8;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Asignados;2;90,209,000
9;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;35,370,000
10;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;35,370,000
11;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;35,370,000
12;ANTIOQUIA;5;AMAGA;30;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;35,370,000
13;ANTIOQUIA;5;AMALFI;31;Programa Vivienda Gratuita Fase I;2,015;Asignados;60;2,217,600,000
14;ANTIOQUIA;5;AMALFI;31;Programa Vivienda Gratuita Fase I;2,015;Asignados;19;702,240,000
15;ANTIOQUIA;5;ANDES;34;MI CASA YA;2,015;Renuncias al subsidio;1;12,887,000
16;ANTIOQUIA;5;ANDES;34;Programa Vivienda Gratuita Fase I;2,015;Asignados;10;369,600,000
17;ANTIOQUIA;5;ANGOSTURA;38;Programa Vivienda Gratuita Fase I;2,015;Asignados;8;282,960,000
18;ANTIOQUIA;5;ANGOSTURA;38;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;141,480,000
19;ANTIOQUIA;5;ANGOSTURA;38;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;141,480,000
20;ANTIOQUIA;5;ANGOSTURA;38;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;35,370,000
21;ANTIOQUIA;5;ANGOSTURA;38;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;35,370,000
22;ANTIOQUIA;5;APARTADO;45;Bolsa Desplazados;2,015;Apto con subsidio vencido;1;19,330,500
23;ANTIOQUIA;5;APARTADO;45;Fenómeno de la Niña;2,015;Asignados;23;594,193,710
24;ANTIOQUIA;5;APARTADO;45;Fenómeno de la Niña;2,015;Asignados;13;292,923,010
25;ANTIOQUIA;5;APARTADO;45;Fenómeno de la Niña;2,015;Asignados;12;146,023,650
26;ANTIOQUIA;5;APARTADO;45;Fenómeno de la Niña;2,015;Renuncias al subsidio;3;69,304,770
27;ANTIOQUIA;5;APARTADO;45;Fenómeno de la Niña;2,015;Apto con subsidio vencido;1;33,577,780
28;ANTIOQUIA;5;APARTADO;45;MI CASA YA;2,015;Asignados;1;12,887,000
29;ANTIOQUIA;5;APARTADO;45;MI CASA YA;2,015;Asignados;1;7,732,200
30;ANTIOQUIA;5;APARTADO;45;MI CASA YA;2,015;Asignados;1;7,732,200
31;ANTIOQUIA;5;APARTADO;45;MI CASA YA;2,015;Renuncias al subsidio;1;7,732,200
32;ANTIOQUIA;5;APARTADO;45;Programa Vivienda Gratuita Fase I;2,015;Asignados;6;149,085,730
33;ANTIOQUIA;5;APARTADO;45;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;45,104,500
34;ANTIOQUIA;5;ARBOLETES;51;Programa Vivienda Gratuita Fase I;2,015;Asignados;68;2,680,832,000
35;ANTIOQUIA;5;ARBOLETES;51;Programa Vivienda Gratuita Fase I;2,015;Asignados;30;1,182,720,000
36;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Asignados;49;1,811,040,000
37;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Asignados;15;554,400,000
38;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Asignados;8;295,680,000
39;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;5;184,800,000
40;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;147,840,000
41;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;3;110,880,000
42;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Asignados;3;110,880,000
43;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
44;ANTIOQUIA;5;ARGELIA;55;Programa Vivienda Gratuita Fase I;2,015;Subsidio revocado mediante procedimiento Administrativo Sancionatorio;1;36,960,000
45;ANTIOQUIA;5;BELLO;88;Fenómeno de la Niña;2,015;Renuncias al subsidio;2;39,478,638
46;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;12;118,560,400
47;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;8;87,631,600
48;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;6;61,857,600
49;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;5;48,970,600
50;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;4;41,238,400
51;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;3;33,506,200
52;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;3;33,506,200
53;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;3;28,351,400
54;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;2;25,774,000
55;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;2;20,619,200
56;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;2;20,619,200
57;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;2;20,619,200
58;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Subsidio Revocado;1;12,887,000
59;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
60;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;1;12,887,000
61;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
62;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;1;12,887,000
63;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;1;7,732,200
64;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Renuncias al subsidio;1;7,732,200
65;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;1;7,732,200
66;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Renuncias al subsidio;1;7,732,200
67;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Asignados;1;7,732,200
68;ANTIOQUIA;5;BELLO;88;MI CASA YA;2,015;Renuncias al subsidio;1;7,732,200
69;ANTIOQUIA;5;BELLO;88;Programa Vivienda Gratuita Fase I;2,015;Asignados;31;611,918,889
70;ANTIOQUIA;5;BELLO;88;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;45,104,500
71;ANTIOQUIA;5;BELLO;88;Programa Vivienda Gratuita Fase I;2,015;Apto con subsidio vencido;1;19,739,319
72;ANTIOQUIA;5;BELLO;88;VIPA;2,015;Perdida de ejecutoriedad de asignación de SFV;34;634,684,750
73;ANTIOQUIA;5;BELMIRA;86;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
74;ANTIOQUIA;5;CALDAS;129;MI CASA YA;2,015;Asignados;1;12,887,000
75;ANTIOQUIA;5;CALDAS;129;MI CASA YA;2,015;Asignados;1;7,732,200
76;ANTIOQUIA;5;CALDAS;129;MI CASA YA;2,015;Asignados;1;7,732,200
77;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;155;5,728,800,000
78;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;82;3,030,720,000
79;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;34;1,256,640,000
80;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;15;554,400,000
81;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
82;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
83;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
84;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
85;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Subsidio revocado mediante procedimiento Administrativo Sancionatorio;1;36,960,000
86;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
87;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
88;ANTIOQUIA;5;CALDAS;129;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
89;ANTIOQUIA;5;CAMPAMENTO;134;Programa Vivienda Gratuita Fase I;2,015;Asignados;5;184,800,000
90;ANTIOQUIA;5;CAMPAMENTO;134;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;147,840,000
91;ANTIOQUIA;5;CAÑASGORDAS;138;Programa Vivienda Gratuita Fase I;2,015;Asignados;89;3,497,198,500
92;ANTIOQUIA;5;CAÑASGORDAS;138;Programa Vivienda Gratuita Fase I;2,015;Asignados;7;275,968,000
93;ANTIOQUIA;5;CAÑASGORDAS;138;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;157,696,000
94;ANTIOQUIA;5;CAÑASGORDAS;138;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;2;78,848,000
95;ANTIOQUIA;5;CAÑASGORDAS;138;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;39,424,000
96;ANTIOQUIA;5;CARAMANTA;145;Programa Vivienda Gratuita Fase I;2,015;Asignados;20;734,430,000
97;ANTIOQUIA;5;CARAMANTA;145;Programa Vivienda Gratuita Fase I;2,015;Asignados;9;332,640,000
98;ANTIOQUIA;5;CARAMANTA;145;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
99;ANTIOQUIA;5;CAREPA;147;MI CASA YA;2,015;Asignados;3;33,506,200
100;ANTIOQUIA;5;CAREPA;147;MI CASA YA;2,015;Asignados;1;12,887,000
101;ANTIOQUIA;5;CAREPA;147;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
102;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Asignados;47;1,060,755,000
103;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Asignados;30;653,836,000
104;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Asignados;12;443,520,000
105;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Asignados;5;184,800,000
106;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;3;68,985,500
107;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;22,053,000
108;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;22,053,000
109;ANTIOQUIA;5;CAREPA;147;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;20,892,000
110;ANTIOQUIA;5;CARMEN DE VIBORAL;148;MI CASA YA;2,015;Asignados;1;12,887,000
111;ANTIOQUIA;5;CARMEN DE VIBORAL;148;MI CASA YA;2,015;Asignados;1;12,887,000
112;ANTIOQUIA;5;CARMEN DE VIBORAL;148;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;45,104,500
113;ANTIOQUIA;5;CAROLINA;150;Programa Vivienda Gratuita Fase I;2,015;Asignados;19;672,030,000
114;ANTIOQUIA;5;CAUCASIA;154;Bolsa Desplazados;2,015;Asignados;1;17,685,500
115;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Asignados;2;20,619,200
116;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Asignados;2;20,619,200
117;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Asignados;1;12,887,000
118;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
119;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Renuncias al subsidio;1;12,887,000
120;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Asignados;1;7,732,200
121;ANTIOQUIA;5;CAUCASIA;154;MI CASA YA;2,015;Apto con subsidio vencido;1;7,732,200
122;ANTIOQUIA;5;CIUDAD BOLIVAR;101;Programa Vivienda Gratuita Fase I;2,015;Asignados;14;517,440,000
123;ANTIOQUIA;5;CIUDAD BOLIVAR;101;Programa Vivienda Gratuita Fase I;2,015;Asignados;10;369,600,000
124;ANTIOQUIA;5;CIUDAD BOLIVAR;101;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;147,840,000
125;ANTIOQUIA;5;CIUDAD BOLIVAR;101;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
126;ANTIOQUIA;5;CIUDAD BOLIVAR;101;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
127;ANTIOQUIA;5;COCORNA;197;MI CASA YA;2,015;Asignados;1;12,887,000
128;ANTIOQUIA;5;CONCORDIA;209;Programa Vivienda Gratuita Fase I;2,015;Asignados;20;707,400,000
129;ANTIOQUIA;5;CONCORDIA;209;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;141,480,000
130;ANTIOQUIA;5;CONCORDIA;209;Programa Vivienda Gratuita Fase I;2,015;Asignados;2;70,740,000
131;ANTIOQUIA;5;CONCORDIA;209;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;2;70,740,000
132;ANTIOQUIA;5;CONCORDIA;209;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;35,370,000
133;ANTIOQUIA;5;COPACABANA;212;MI CASA YA;2,015;Asignados;1;7,732,200
134;ANTIOQUIA;5;COPACABANA;212;MI CASA YA;2,015;Apto con subsidio vencido;1;7,732,200
135;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Asignados;21;776,160,000
136;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Asignados;20;739,200,000
137;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Asignados;7;258,720,000
138;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Asignados;2;73,920,000
139;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
140;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
141;ANTIOQUIA;5;COPACABANA;212;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
142;ANTIOQUIA;5;DABEIBA;234;Programa Vivienda Gratuita Fase I;2,015;Asignados;10;354,693,000
143;ANTIOQUIA;5;DON MATIAS;237;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
144;ANTIOQUIA;5;EL BAGRE;250;Fenómeno de la Niña;2,015;Asignados;5;117,227,906
145;ANTIOQUIA;5;ENVIGADO;266;MI CASA YA;2,015;Asignados;1;12,887,000
146;ANTIOQUIA;5;ENVIGADO;266;MI CASA YA;2,015;Asignados;1;7,732,200
147;ANTIOQUIA;5;ENVIGADO;266;Programa Vivienda Gratuita Fase I;2,015;Asignados;126;4,656,960,000
148;ANTIOQUIA;5;ENVIGADO;266;Programa Vivienda Gratuita Fase I;2,015;Asignados;18;579,259,250
149;ANTIOQUIA;5;ENVIGADO;266;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;147,840,000
150;ANTIOQUIA;5;FREDONIA;282;Programa Vivienda Gratuita Fase I;2,015;Asignados;19;672,030,000
151;ANTIOQUIA;5;FREDONIA;282;Programa Vivienda Gratuita Fase I;2,015;Asignados;11;389,070,000
152;ANTIOQUIA;5;FREDONIA;282;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;45,104,500
153;ANTIOQUIA;5;FRONTINO;284;Programa Vivienda Gratuita Fase I;2,015;Asignados;2;73,920,000
154;ANTIOQUIA;5;GIRALDO;306;Programa Vivienda Gratuita Fase I;2,015;Asignados;25;924,000,000
155;ANTIOQUIA;5;GIRALDO;306;Programa Vivienda Gratuita Fase I;2,015;Asignados;21;776,160,000
156;ANTIOQUIA;5;GIRALDO;306;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;147,840,000
157;ANTIOQUIA;5;GIRARDOTA;308;MI CASA YA;2,015;Asignados;1;12,887,000
158;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Asignados;33;1,219,680,000
159;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Asignados;32;1,182,720,000
160;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Asignados;8;295,680,000
161;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;2;73,920,000
162;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
163;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
164;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
165;ANTIOQUIA;5;GOMEZ PLATA;310;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
166;ANTIOQUIA;5;GRANADA;313;Programa Vivienda Gratuita Fase I;2,015;Asignados;25;924,000,000
167;ANTIOQUIA;5;GRANADA;313;Programa Vivienda Gratuita Fase I;2,015;Asignados;4;131,772,000
168;ANTIOQUIA;5;GRANADA;313;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;4;131,772,000
169;ANTIOQUIA;5;GRANADA;313;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
170;ANTIOQUIA;5;GRANADA;313;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
171;ANTIOQUIA;5;GUADALUPE;315;Programa Vivienda Gratuita Fase I;2,015;Asignados;21;776,160,000
172;ANTIOQUIA;5;GUADALUPE;315;Programa Vivienda Gratuita Fase I;2,015;Asignados;11;406,560,000
173;ANTIOQUIA;5;GUADALUPE;315;Programa Vivienda Gratuita Fase I;2,015;Asignados;5;184,800,000
174;ANTIOQUIA;5;GUARNE;318;MI CASA YA;2,015;Apto con subsidio vencido;1;7,732,200
175;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Asignados;42;1,552,320,000
176;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Asignados;9;332,640,000
177;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Subsidio Revocado;1;36,960,000
178;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
179;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
180;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;36,960,000
181;ANTIOQUIA;5;HISPANIA;353;Programa Vivienda Gratuita Fase I;2,015;Renuncia en trámite sin restitución;1;36,960,000
182;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;6;56,702,800
183;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Apto con subsidio vencido;2;20,619,200
184;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;2;15,464,400
185;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;2;15,464,400
186;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;2;15,464,400
187;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;12,887,000
188;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;7,732,200
189;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;7,732,200
190;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;7,732,200
191;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Renuncia con restitucion de subsidio;1;7,732,200
192;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Renuncias al subsidio;1;7,732,200
193;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;7,732,200
194;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;7,732,200
195;ANTIOQUIA;5;ITAGUI;360;MI CASA YA;2,015;Asignados;1;7,732,200
196;ANTIOQUIA;5;ITAGUI;360;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;45,104,500
197;ANTIOQUIA;5;ITUANGO;361;Programa Vivienda Gratuita Fase I;2,015;Asignados;76;3,015,244,000
198;ANTIOQUIA;5;ITUANGO;361;Programa Vivienda Gratuita Fase I;2,015;Asignados;2;82,544,000
199;ANTIOQUIA;5;ITUANGO;361;Programa Vivienda Gratuita Fase I;2,015;Perdida de ejecutoriedad de asignación de SFV;1;41,272,000
200;ANTIOQUIA;5;ITUANGO;361;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;41,272,000
201;ANTIOQUIA;5;JARDIN;364;Programa Vivienda Gratuita Fase I;2,015;Asignados;22;813,120,000
202;ANTIOQUIA;5;JARDIN;364;Programa Vivienda Gratuita Fase I;2,015;Asignados;15;554,400,000
203;ANTIOQUIA;5;JARDIN;364;Programa Vivienda Gratuita Fase I;2,015;Asignados;7;258,720,000
204;ANTIOQUIA;5;JERICO;368;MI CASA YA;2,015;Asignados;2;20,619,200
205;ANTIOQUIA;5;JERICO;368;MI CASA YA;2,015;Asignados;1;12,887,000
206;ANTIOQUIA;5;LA CEJA;376;MI CASA YA;2,015;Asignados;1;7,732,200
207;ANTIOQUIA;5;LA ESTRELLA;380;MI CASA YA;2,015;Asignados;1;12,887,000
208;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Asignados;40;1,478,400,000
209;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Asignados;39;1,421,111,750
210;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Asignados;35;1,293,600,000
211;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Asignados;23;850,080,000
212;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Asignados;19;702,240,000
213;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Asignados;3;110,880,000
214;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;2;73,920,000
215;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
216;ANTIOQUIA;5;LA ESTRELLA;380;Programa Vivienda Gratuita Fase I;2,015;Renuncias al subsidio;1;36,960,000
217;ANTIOQUIA;5;LA PINTADA;390;Programa Vivienda Gratuita Fase I;2,015;Asignados;32;1,261,568,000
218;ANTIOQUIA;5;LA PINTADA;390;Programa Vivienda Gratuita Fase I;2,015;Asignados;20;788,480,000
219;ANTIOQUIA;5;LA UNION;400;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;35,370,000
220;ANTIOQUIA;5;LIBORINA;411;Programa Vivienda Gratuita Fase I;2,015;Asignados;7;247,590,000
221;ANTIOQUIA;5;LIBORINA;411;Programa Vivienda Gratuita Fase I;2,015;Asignados;6;212,220,000
222;ANTIOQUIA;5;LIBORINA;411;Programa Vivienda Gratuita Fase I;2,015;Asignados;3;106,110,000
223;ANTIOQUIA;5;LIBORINA;411;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;35,370,000
224;ANTIOQUIA;5;LIBORINA;411;Programa Vivienda Gratuita Fase I;2,015;Asignados;1;35,370,000
225;ANTIOQUIA;5;MARINILLA;440;MI CASA YA;2,015;Asignados;1;12,887,000
226;ANTIOQUIA;5;MARINILLA;440;MI CASA YA;2,015;Asignados;1;7,732,200
227;ANTIOQUIA;5;MEDELLIN;1;Bolsa Desplazados;2,015;Asignados;1;19,330,500
228;ANTIOQUIA;5;MEDELLIN;1;Fenómeno de la Niña;2,015;Asignados;24;887,040,000
229;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;9;90,209,000
230;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;8;87,631,600
231;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;4;41,238,400
232;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;3;38,661,000
233;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;3;38,661,000
234;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;3;33,506,200
235;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;3;33,506,200
236;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Apto con subsidio vencido;3;23,196,600
237;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;2;20,619,200
238;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;2;20,619,200
239;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;2;20,619,200
240;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;2;15,464,400
241;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;1;12,887,000
242;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;1;12,887,000
243;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;1;12,887,000
244;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Renuncia con restitucion de subsidio;1;12,887,000
245;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Apto con subsidio vencido;1;12,887,000
246;ANTIOQUIA;5;MEDELLIN;1;MI CASA YA;2,015;Asignados;1;12,887,000
